model,task_index,task,action_l1_mean,action_l1_std,completed_seeds,mean_num_samples
act_ABC,261,rotate_blue_block_right: grasp the blue block and rotate it right,0.2603595879747821,0.013638814350114228,4,696.0
act_ABC,262,rotate_blue_block_right: grasp the blue block and turn it right,0.2519470428134529,0.01517759896616534,4,1040.0
act_ABC,263,rotate_blue_block_left: take the blue block and turn it left,0.266638382254066,0.007874336461786946,4,910.0
act_ABC,264,lift_pink_block_slider: in the cabinet pick up the pink block,0.18470016618187607,0.003034806591552465,4,650.0
act_ABC,265,push_pink_block_right: go push the pink block to the right,0.1724594226224052,0.006369414538226816,4,915.0
act_ABC,266,push_blue_block_right: push right the blue block,0.22133718343881356,0.008225688344036381,4,1478.0
act_ABC,267,"rotate_blue_block_right: grasp the blue block, then rotate it right",0.2528072983057081,0.006307015592445847,4,731.0
act_ABC,268,push_pink_block_right: push the pink block to the right,0.1675239930226144,0.005711210749090867,4,965.0
act_ABC,269,push_blue_block_left: push left the blue block,0.20309120157223204,0.0039847370738336435,4,1219.0
act_ABC,270,rotate_red_block_right: rotate right the red block,0.27353415599518427,0.005424317721505785,4,1011.0
act_ABC,271,"rotate_red_block_right: grasp the red block, then turn it right",0.2672136049903746,0.0026516251718684066,4,1021.0
act_ABC,272,push_blue_block_right: go slide the blue block to the right,0.16657414912158883,0.005395463520426438,4,971.0
act_ABC,273,push_pink_block_right: sweep the pink block to the right,0.18869023232450405,0.0069409497365191105,4,775.0
act_ABC,274,rotate_pink_block_right: grasp the pink block and rotate it right,0.2523575355322697,0.001330250759482713,4,780.0
act_ABC,275,push_red_block_left: push left the red block,0.17026611919586743,0.0030942772400167256,4,1062.0
act_ABC,276,push_red_block_left: slide the red block to the left,0.18113144871094106,0.0015243293022208278,4,1382.0
act_ABC,277,push_red_block_right: go slide the red block to the right,0.24081652739148274,0.00428760643530052,4,665.0
act_ABC,278,lift_pink_block_slider: lift the pink block lying in the cabinet,0.1881133230416091,0.002305832377156927,4,715.0
act_ABC,279,push_blue_block_left: go push the blue block to the left,0.19370516694269205,0.008316247763891565,4,905.0
act_ABC,280,lift_pink_block_slider: grasp the pink block lying in the slider,0.22926469137533922,0.005196451923579822,4,520.0
act_ABC,281,rotate_pink_block_left: rotate the pink block 90 degrees to the left,0.2726561383845714,0.008631188054810321,4,910.0
act_ABC,282,push_red_block_right: go push the red block to the right,0.21990879867685795,0.009915580926490034,4,648.0
act_ABC,283,rotate_pink_block_left: rotate left the pink block,0.29479589463162,0.00633165503975636,4,845.0
act_ABC,284,rotate_blue_block_left: turn the blue block left,0.27738509711288795,0.005599127956187256,4,1270.0
act_ABC,285,push_pink_block_right: slide the pink block towards the right,0.18146263403100157,0.004969119905516222,4,1287.0
act_ABC,286,push_pink_block_left: slide the pink block to the left,0.17798718327270727,0.0038513056650111336,4,1135.0
act_ABC,287,rotate_red_block_right: rotate the red block towards the right,0.26636492755222185,0.0024411010913858713,4,890.0
act_ABC,288,rotate_red_block_right: grasp the red block and rotate it right,0.25495547235999194,0.0035616591663850524,4,951.0
act_ABC,289,push_blue_block_right: push the blue block towards the right,0.20059454018270131,0.005642826336272814,4,930.0
act_ABC,290,"rotate_blue_block_left: grasp the blue block, then rotate it left",0.28425070378051986,0.010656846933808297,4,1036.0
act_ABC,291,rotate_red_block_left: take the red block and turn it left,0.26529804205037943,0.009822178366842307,4,762.0
act_ABC,292,rotate_blue_block_right: turn the blue block right,0.25790809323112446,0.006435695600795629,4,715.0
act_ABC,293,push_red_block_left: sweep the red block to the left,0.17316784884518538,0.004586333901068339,4,1201.0
act_ABC,294,rotate_red_block_left: turn the red block left,0.2514174876977568,0.007177681042098528,4,598.0
act_ABC,295,push_pink_block_right: slide the pink block to the right,0.23480363384378736,0.0049491752230371566,4,780.0
act_ABC,296,push_red_block_right: sweep the red block to the right,0.19571033712979802,0.007255639343233509,4,977.0
act_ABC,297,push_blue_block_left: push the blue block towards the left,0.24147927715906986,0.0034066673989141473,4,534.0
act_ABC,298,push_pink_block_right: slide right the pink block,0.18793542084273274,0.003305500725696851,4,1202.0
act_ABC,299,push_red_block_left: push the red block to the left,0.1899282983590469,0.003526574511978133,4,756.0
act_ABC,300,rotate_red_block_left: rotate the red block 90 degrees to the left,0.26622615926816795,0.00964770502585465,4,623.0
act_ABC,301,push_red_block_left: go push the red block to the left,0.20618510069556154,0.003995227822691388,4,727.0
act_ABC,302,push_pink_block_left: push the pink block towards the left,0.15081651897149484,0.002131319503449825,4,1016.0
act_ABC,303,push_pink_block_left: go push the pink block to the left,0.15571380572221888,0.002151817523650338,4,879.0
act_ABC,304,push_pink_block_right: push the pink block towards the right,0.22081552058695442,0.006045333512667966,4,597.0
act_ABC,305,push_blue_block_left: go slide the blue block to the left,0.22732065459663234,0.003529208176095009,4,1673.0
act_ABC,306,push_red_block_right: slide right the red block,0.21856739576954048,0.009629948946028435,4,1162.0
act_ABC,307,push_blue_block_right: slide the blue block to the right,0.2561851611107786,0.00837716394313059,4,677.0
act_ABC,308,rotate_blue_block_right: rotate the blue block to the right,0.2463713552402911,0.005006290025802584,4,885.0
act_ABC,309,push_blue_block_right: push the blue block to the right,0.21234664900613753,0.0086707507524256,4,1102.0
act_ABC,310,"rotate_red_block_right: grasp the red block, then rotate it right",0.27161717265484414,0.004596194277341345,4,621.0
act_ABC,311,push_blue_block_right: sweep the blue block to the right,0.21854558943636504,0.009486093836905239,4,1047.0
act_ABC,312,push_red_block_right: push right the red block,0.1613001651604731,0.008368436256570024,4,1267.0
act_ABC,313,push_blue_block_left: sweep the blue block to the left,0.22925577151034485,0.0028427822186518122,4,1068.0
act_ABC,314,push_red_block_right: push the red block to the right,0.19920480602602067,0.006101818759165018,4,1105.0
act_ABC,315,push_red_block_right: slide the red block to the right,0.21290029815322392,0.006159460970016545,4,1217.0
act_ABC,316,move_slider_right: grasp the door handle and move the door to the right,0.1809941193561714,0.007952643168532687,4,650.0
act_ABC,317,"place_in_drawer: move to the drawer, then place the object",0.2847113668598154,0.00863479240770424,4,372.0
act_ABC,318,push_into_drawer: slide the block into the drawer,0.20572489357608204,0.006395799195550982,4,663.0
act_ABC,319,turn_off_lightbulb: move down the switch,0.27683892098613655,0.006221534854075729,4,650.0
act_ABC,320,stack_block: place the grasped block on top of another block,0.24174193578048767,0.006895497175780607,4,932.0
act_ABC,321,lift_red_block_drawer: go towards the red block in the drawer and lift it,0.21901988739598507,0.003454093214274908,4,686.0
act_ABC,322,stack_block: stack the object on top of another object,0.2486402008402268,0.007699582987457355,4,904.0
act_ABC,323,place_in_drawer: store the block in the drawer,0.3032406100656016,0.00548128160886951,4,531.0
act_ABC,324,"open_drawer: grasp the drawer handle, then open it",0.19489509346229686,0.005281007571088137,4,910.0
act_ABC,325,turn_off_lightbulb: move the light switch to turn off the light bulb,0.23859350943610397,0.00256955708204817,4,910.0
act_ABC,326,lift_blue_block_drawer: go towards the blue block in the drawer and lift it,0.22208204999408282,0.0028997005486739967,4,1086.0
act_ABC,327,"move_slider_right: grasp the door handle, then slide the door to the right",0.22492735089113314,0.006313045905898334,4,975.0
act_ABC,328,"move_slider_left: grasp the door handle, then slide the door to the left",0.26027410440055837,0.018222170519196067,4,818.0
act_ABC,329,lift_pink_block_slider: pick up the pink block from the sliding cabinet,0.20809546821714878,0.0009962227083476429,4,520.0
act_ABC,330,lift_red_block_table: grasp the red block on the table and lift it up,0.21620447684100935,0.0035663985854219957,4,865.0
act_ABC,331,lift_pink_block_table: lift the pink block up,0.22774080139665376,0.00536941632656541,4,821.0
act_ABC,332,unstack_block: unstack the blocks,0.20572198401346786,0.0029162942602409606,4,1283.0
act_ABC,333,lift_blue_block_slider: pick up the blue block from the shelf,0.19391799149113692,0.004969039639891851,4,455.0
act_ABC,334,place_in_slider: put the object in the slider,0.2851547043667071,0.010234136326566343,4,72.0
act_ABC,335,turn_on_led: push the button to turn on the led,0.25968286104968447,0.009694435877052026,4,374.0
act_ABC,336,move_slider_left: push the sliding door to the left,0.23788587758643223,0.016891215543590386,4,715.0
act_ABC,337,turn_off_led: push the button to turn off the led,0.2375768224068258,0.0062396087396076935,4,602.0
act_ABC,338,lift_red_block_table: lift the red block up,0.2051675497237566,0.005707773571620325,4,697.0
act_ABC,339,"rotate_blue_block_left: grasp the blue block, then turn it left",0.26816794651176146,0.012564109621161532,4,773.0
act_ABC,340,move_slider_left: push the door to the left side,0.2523447153830077,0.015700477365443985,4,502.0
act_ABC,341,lift_blue_block_slider: in the cabinet grasp the blue block,0.17371775238125609,0.0074185502253635354,4,429.0
act_ABC,342,turn_off_led: turn off the led lamp,0.22326677658905583,0.008705245715776909,4,495.0
act_ABC,343,turn_off_lightbulb: turn off the yellow light,0.2280319020702913,0.0020382309789701413,4,771.0
act_ABC,344,place_in_slider: put the block in the sliding cabinet,0.27260964936737353,0.014741977163614662,4,290.0
act_ABC,345,turn_off_led: push the button to turn off the led light,0.24744040730363087,0.005494047347780582,4,705.0
act_ABC,346,turn_off_led: push the button to turn off the green light,0.23402523094240352,0.010686922327792734,4,425.0
act_ABC,347,push_pink_block_left: slide left the pink block,0.17953692234595514,0.004512565242972653,4,1084.0
act_ABC,348,rotate_blue_block_left: rotate left the blue block,0.2615816472453021,0.00566289077828895,4,630.0
act_ABC,349,turn_off_led: turn off the led,0.24391138596577686,0.0047696206138587525,4,555.0
act_ABC,350,lift_red_block_drawer: lift the red block lying in the drawer,0.2102682440620579,0.0028289951338712543,4,1027.0
act_ABC,351,place_in_slider: put the object in the cabinet,0.26884683954126354,0.005443304096038624,4,268.0
act_ABC,352,place_in_slider: put the grasped object in the sliding cabinet,0.25992170449846036,0.004673156114036262,4,328.0
act_ABC,353,rotate_red_block_left: grasp the red block and rotate it left,0.27363586037370957,0.009933351820199676,4,821.0
act_ABC,354,lift_pink_block_slider: grasp the pink block lying in the cabinet,0.18609387053242638,0.004688496195574554,4,622.0
act_ABC,355,lift_blue_block_table: grasp the blue block on the table and lift it up,0.22337332320528036,0.007965828967824436,4,696.0
act_ABC,356,lift_pink_block_slider: lift the pink block lying in the sliding cabinet,0.19422971009491724,0.004430774495955459,4,260.0
act_ABC,357,lift_pink_block_slider: in the sliding cabinet grasp the pink block,0.19532482396954523,0.00480742217990228,4,520.0
act_ABC,358,lift_pink_block_drawer: lift the pink block in the drawer,0.20407492242648023,0.006995835556686826,4,777.0
act_ABC,359,lift_blue_block_slider: lift the blue block lying in the cabinet,0.17466780783364633,0.0074337434952808906,4,504.0
act_ABC,360,rotate_pink_block_right: grasp the pink block and turn it right,0.2639772808001566,0.0052673814204602125,4,891.0
act_ABC,361,lift_blue_block_slider: grasp the blue block lying on the shelf,0.17443885746228896,0.011393179690625525,4,585.0
act_ABC,362,"rotate_blue_block_right: grasp the blue block, then turn it right",0.25827709505897445,0.0046810076891960215,4,986.0
act_ABC,363,lift_blue_block_slider: in the sliding cabinet grasp the blue block,0.15180754395672577,0.008013703644836598,4,455.0
act_ABC,364,push_red_block_left: push the red block towards the left,0.19081494282382777,0.0032959958713370202,4,1155.0
act_ABC,365,rotate_blue_block_right: rotate the blue block 90 degrees to the right,0.2502971276336787,0.009973657567436341,4,833.0
act_ABC,366,push_blue_block_right: slide the blue block towards the right,0.18336878520554126,0.005477769886907954,4,515.0
act_ABC,367,push_pink_block_right: push right the pink block,0.1430201212080481,0.004821127888964594,4,704.0
act_ABC,368,push_red_block_left: slide the red block towards the left,0.14794896253527928,0.003548333379504791,4,650.0
act_ABC,369,push_red_block_right: push the red block towards the right,0.20351374444803952,0.0051122118634917635,4,938.0
act_ABC,370,push_blue_block_left: slide the blue block to the left,0.21191110588751222,0.002349043144857312,4,964.0
act_ABC,371,stack_block: stack the blocks,0.2670619719196635,0.01028815686363626,4,887.0
act_ABC,372,lift_blue_block_slider: pick up the blue block in the sliding cabinet,0.19540078477360878,0.006687149134299363,4,390.0
act_ABC,373,push_blue_block_left: slide left the blue block,0.21390121818746607,0.006359350414635719,4,954.0
act_ABC,374,turn_on_led: turn on the green lamp,0.26380412009084364,0.00878118657477969,4,435.0
act_ABC,375,lift_blue_block_slider: in the slider grasp the blue block,0.19823770057409998,0.00904280060142606,4,520.0
act_ABC,376,"move_slider_left: slide the door to the left, then let it go",0.26199463322705646,0.017545810971892957,4,562.0
act_ABC,377,turn_on_led: turn on the green light,0.2315395844730306,0.01301793877060246,4,146.0
act_ABC,378,lift_red_block_slider: in the sliding cabinet grasp the red block,0.19129369843106425,0.004982844462816917,4,520.0
act_ABC,379,lift_pink_block_slider: lift the pink block lying in the slider,0.23551158361996594,0.006010505399439804,4,260.0
act_ABC,380,lift_blue_block_slider: grasp the blue block lying in the slider,0.1860908034557508,0.00929049000061581,4,295.0
act_ABC,381,lift_blue_block_slider: in the slider pick up the blue block,0.18404846142690912,0.01197524730178296,4,325.0
act_ABC,382,place_in_slider: put the block in the slider,0.2744305610210818,0.007053414872693973,4,401.0
act_ABC,383,place_in_drawer: move to the drawer and store the object,0.28343002235708575,0.00486272339252936,4,379.0
act_ABC,384,lift_pink_block_slider: in the cabinet grasp the pink block,0.18153109432580572,0.004897043479573366,4,431.0
act_ABC,385,place_in_slider: put the object in the sliding cabinet,0.27527152515947817,0.006267522184215067,4,100.0
act_ABC,386,place_in_slider: put the grasped object in the slider,0.2576599470741555,0.007000763766779936,4,197.0
act_ABC,387,move_slider_right: push the door to the right,0.24648392343272763,0.0047761721774387525,4,195.0
act_ABC,388,lift_blue_block_drawer: pick up the blue block in the drawer,0.1823965065242661,0.0036389425335801844,4,455.0
act_A_only,0,move_slider_left: move the door to the left side,0.2663224539609673,0.005853564793247267,4,975.0
act_A_only,1,move_slider_left: slide the door to the left side,0.27060583179418957,0.007293509718294282,4,534.0
act_A_only,2,turn_off_lightbulb: slide down the switch,0.21392294917498111,0.012446519027656366,4,845.0
act_A_only,3,turn_on_led: toggle the button to turn on the green light,0.2668320769763158,0.0036458129021121025,4,613.0
act_A_only,4,turn_on_lightbulb: toggle the light switch to turn on the yellow light,0.22387840868332062,0.006081841709637042,4,650.0
act_A_only,5,turn_on_lightbulb: push the switch upwards,0.20395599980987528,0.014005587613581406,4,938.0
act_A_only,6,turn_on_led: push down the button to turn on the led,0.2735654151373977,0.005355055020977414,4,431.0
act_A_only,7,open_drawer: open the cabinet drawer,0.26582764565156625,0.011615114937398469,4,1040.0
act_A_only,8,open_drawer: grasp the drawer handle and open it,0.24578951323906384,0.016017554572253692,4,1040.0
act_A_only,9,turn_on_lightbulb: move up the switch,0.20450728286234054,0.011448393063250862,4,845.0
act_A_only,10,open_drawer: pull the handle of the drawer,0.248870113999634,0.022433911038953664,4,910.0
act_A_only,11,move_slider_left: move the sliding door to the left,0.2686222382577566,0.005361195803218034,4,650.0
act_A_only,12,place_in_drawer: put the block in the drawer,0.2700132511813065,0.012758102535081348,4,377.0
act_A_only,13,turn_off_lightbulb: toggle the light switch to turn off the light bulb,0.24185082430650087,0.005569796951839599,4,807.0
act_A_only,14,move_slider_right: move the door to the right side,0.2637946398140719,0.0048088558490311465,4,520.0
act_A_only,15,turn_on_lightbulb: turn on the yellow light,0.20180127798269187,0.008114584031973541,4,975.0
act_A_only,16,lift_blue_block_table: grasp the blue block and lift it up,0.24804278507080957,0.008639717651561686,4,1106.0
act_A_only,17,turn_off_led: toggle the button to turn off the led light,0.24985790566332222,0.006080286472070808,4,949.0
act_A_only,18,push_into_drawer: sweep the block into the drawer,0.2596627369775136,0.004665531125294224,4,1197.0
act_A_only,19,move_slider_right: push the sliding door to the right,0.2521230123919219,0.008533761830079867,4,1040.0
act_A_only,20,rotate_red_block_left: take the red block and rotate it left,0.28911430923284115,0.004644259823986567,4,1170.0
act_A_only,21,close_drawer: close the cabinet drawer,0.20120697893689982,0.015794357636289308,4,1142.0
act_A_only,22,lift_red_block_drawer: grasp the red block from the drawer,0.24750356092849957,0.01289990017644632,4,973.0
act_A_only,23,unstack_block: remove the top block,0.2233178889565974,0.013145660003969228,4,926.0
act_A_only,24,turn_off_lightbulb: turn off the yellow lamp,0.24599063589480727,0.010728240820620297,4,1088.0
act_A_only,25,lift_red_block_slider: pick up the red block in the sliding cabinet,0.19376964084804052,0.0052797620382433325,4,650.0
act_A_only,26,lift_red_block_slider: grasp the red block lying in the cabinet,0.2062761536861876,0.00892134909261217,4,894.0
act_A_only,27,close_drawer: push the handle of the drawer,0.21721204247672557,0.015059835090451654,4,1192.0
act_A_only,28,move_slider_right: slide the door to the right,0.2268837747665552,0.004413251774472778,4,780.0
act_A_only,29,turn_on_lightbulb: move the light switch to turn on the yellow light,0.22459683174110975,0.0035355585884573933,4,1024.0
act_A_only,30,lift_red_block_table: pick up the red block from the table,0.2532285875750947,0.0074246410077426364,4,1057.0
act_A_only,31,rotate_pink_block_right: rotate the pink block 90 degrees to the right,0.29828784903910294,0.009050384244780767,4,1074.0
act_A_only,32,lift_blue_block_table: lift the blue block,0.23187346929098876,0.005642298170085693,4,875.0
act_A_only,33,close_drawer: grasp the drawer handle and close it,0.18985556886226934,0.02388938790567146,4,1040.0
act_A_only,34,rotate_pink_block_left: take the pink block and turn it left,0.28602667671104187,0.00441575706489494,4,1235.0
act_A_only,35,turn_on_led: toggle the button to turn on the led light,0.2594022465240613,0.005119364371377455,4,749.0
act_A_only,36,lift_red_block_slider: grasp the red block lying in the slider,0.19978196750302887,0.010692908964598255,4,455.0
act_A_only,37,"rotate_pink_block_left: grasp the pink block, then rotate it left",0.3000834851848105,0.0032065049211304443,4,1040.0
act_A_only,38,unstack_block: take off the block that is on top of the other one,0.23939239350605196,0.005307159497307289,4,1628.0
act_A_only,39,lift_pink_block_slider: pick up the pink block from the shelf,0.19090869789022008,0.009811857273942601,4,455.0
act_A_only,40,turn_on_led: push down the button to turn on the green light,0.24695343982657406,0.007272179776744008,4,748.0
act_A_only,41,lift_pink_block_table: lift the pink block,0.25957936231802153,0.0060384562614573525,4,1317.0
act_A_only,42,unstack_block: take off the stacked block,0.23478624041576004,0.006250434899496545,4,762.0
act_A_only,43,rotate_pink_block_right: take the pink block and turn it right,0.30483996419780024,0.005268115601464471,4,791.0
act_A_only,44,turn_on_lightbulb: slide up the switch,0.20170481162320847,0.01775193007582416,4,585.0
act_A_only,45,lift_blue_block_table: lift the blue block from the table,0.23425631015763979,0.009602898801631317,4,920.0
act_A_only,46,open_drawer: go open the drawer,0.25501999251059526,0.015684820188283526,4,845.0
act_A_only,47,move_slider_left: move the door to the left,0.2598230209523955,0.006163856846237321,4,520.0
act_A_only,48,turn_on_led: turn on the led light,0.2336209471258745,0.002991952042625653,4,1088.0
act_A_only,49,lift_red_block_drawer: lift the red block in the drawer,0.2590156772432948,0.01267451598598692,4,845.0
act_A_only,50,place_in_drawer: store the grasped object in the drawer,0.27310706657119077,0.00991179439579838,4,457.0
act_A_only,51,turn_on_led: turn on the led,0.26311605769863944,0.0028491700246244247,4,417.0
act_A_only,52,place_in_slider: put the block in the cabinet,0.3128171987117655,0.0065766678105232046,4,407.0
act_A_only,53,turn_off_led: toggle the button to turn off the led,0.2673861969179181,0.001407440690070393,4,627.0
act_A_only,54,turn_off_led: toggle the button to turn off the green light,0.2527136847888395,0.008241659077428855,4,710.0
act_A_only,55,unstack_block: go to the tower of blocks and take off the top one,0.2266082501703828,0.008704678704231517,4,1283.0
act_A_only,56,"close_drawer: grasp the handle of the drawer, then close it",0.19782185661248286,0.02772353003452857,4,1300.0
act_A_only,57,turn_off_lightbulb: turn off the light bulb,0.22932016626501883,0.014045928340343792,4,1300.0
act_A_only,58,place_in_slider: put the grasped object in the cabinet,0.29690853386903493,0.00589419325193831,4,418.0
act_A_only,59,lift_blue_block_slider: pick up the blue block from the sliding cabinet,0.20242959314773365,0.010703890653724747,4,628.0
act_A_only,60,rotate_pink_block_left: grasp the pink block and rotate it left,0.2923583760571021,0.004204737546632161,4,1040.0
act_A_only,61,"rotate_pink_block_right: grasp the pink block, then rotate it right",0.28890336542060424,0.011019414419186664,4,1087.0
act_A_only,62,lift_red_block_slider: lift the red block lying in the cabinet,0.2090336465553104,0.008479226420921828,4,455.0
act_A_only,63,push_into_drawer: sweep the object into the drawer,0.26051958826022614,0.008960105590638989,4,1143.0
act_A_only,64,turn_on_led: turn on the led lamp,0.26569067605723495,0.004625070305476157,4,919.0
act_A_only,65,unstack_block: remove a block from the stack,0.20482295358893055,0.010945781838839765,4,1174.0
act_A_only,66,lift_pink_block_drawer: grasp the pink block lying in the drawer,0.2632842626187956,0.011813254656109428,4,1254.0
act_A_only,67,place_in_slider: place the object in the cabinet,0.28356686056796326,0.00925857149295247,4,564.0
act_A_only,68,place_in_drawer: store the object in the drawer,0.24569405346280995,0.00773736126359854,4,504.0
act_A_only,69,lift_red_block_slider: in the cabinet grasp the red block,0.2043637837477765,0.005850377762141324,4,455.0
act_A_only,70,place_in_drawer: move to the drawer and place the object,0.2666881508041914,0.012050833827654832,4,337.0
act_A_only,71,push_into_drawer: push the object into the drawer,0.2489502549999914,0.0019707285336759022,4,1657.0
act_A_only,72,"open_drawer: grasp the handle of the drawer, then open it",0.27347673799487804,0.008643440772044392,4,1365.0
act_A_only,73,move_slider_right: move the sliding door to the right,0.26658401332007575,0.020730420456005774,4,520.0
act_A_only,74,turn_off_led: push down the button to turn off the led,0.24921935891448435,0.008867889278859807,4,236.0
act_A_only,75,lift_blue_block_slider: lift the blue block on the shelf,0.20467388201081615,0.012783224261626064,4,880.0
act_A_only,76,rotate_red_block_right: take the red block and rotate it right,0.2829605028142024,0.006054190789700042,4,685.0
act_A_only,77,move_slider_left: move the door all the way to the left,0.23172953399137042,0.0027139300937588868,4,390.0
act_A_only,78,lift_blue_block_drawer: grasp the blue block in the drawer,0.25064475782467827,0.01437313506043722,4,1152.0
act_A_only,79,stack_block: place the block on top of another block,0.2705241882205977,0.013484946169867125,4,770.0
act_A_only,80,"lift_red_block_table: grasp the red block, then lift it up",0.23784170298415436,0.00552098262344922,4,826.0
act_A_only,81,open_drawer: pull the drawer,0.25147930944659114,0.011996051246942533,4,1365.0
act_A_only,82,rotate_pink_block_left: rotate the pink block towards the left,0.3143723969543591,0.009934729955954371,4,975.0
act_A_only,83,place_in_slider: place the grasped object in the sliding cabinet,0.2881228960307738,0.0059528404927652705,4,652.0
act_A_only,84,place_in_drawer: put the object in the drawer,0.2923271490510591,0.006731275635425019,4,291.0
act_A_only,85,place_in_slider: place the block in the cabinet,0.31200329645943004,0.007934333318490453,4,454.0
act_A_only,86,"close_drawer: grasp the drawer handle, then close it",0.253468536418126,0.003920561158702427,4,861.0
act_A_only,87,lift_blue_block_table: pick up the blue block on the table,0.24597499954036633,0.007655430343447501,4,1486.0
act_A_only,88,lift_pink_block_drawer: go towards the pink block in the drawer and lift it,0.27056947930136344,0.010465576660519598,4,715.0
act_A_only,89,move_slider_right: slide the door all the way to the right,0.2595406591089872,0.008723745122148078,4,650.0
act_A_only,90,lift_pink_block_drawer: go towards the pink block in the drawer and pick it up,0.25939029134236846,0.019204026644857042,4,585.0
act_A_only,91,lift_pink_block_slider: in the slider grasp the pink block,0.2078271788605316,0.009357325739888787,4,864.0
act_A_only,92,turn_on_lightbulb: turn on the light bulb,0.21456862895514617,0.008966184855683191,4,1019.0
act_A_only,93,lift_blue_block_slider: grasp the blue block lying in the cabinet,0.18874464728465856,0.0175090329532633,4,946.0
act_A_only,94,place_in_slider: place the grasped object in the slider,0.2976937527004797,0.0029548223117228027,4,444.0
act_A_only,95,lift_pink_block_drawer: grasp the pink block from the drawer,0.237838374691073,0.014416553281900855,4,845.0
act_A_only,96,move_slider_right: push the door to the right side,0.2565951092992551,0.00567176210976545,4,520.0
act_A_only,97,lift_red_block_drawer: grasp the red block lying in the drawer,0.254138364827531,0.012343217568245,4,585.0
act_A_only,98,"move_slider_right: slide the door to the right, then let it go",0.2543775262675815,0.007206153486446893,4,715.0
act_A_only,99,push_pink_block_left: push left the pink block,0.2000454983125018,0.006484742149575815,4,1062.0
act_A_only,100,lift_red_block_drawer: pick up the red block lying in the drawer,0.2476703084429171,0.013991059348052125,4,1054.0
act_A_only,101,rotate_red_block_left: rotate the red block to the left,0.29114351410132183,0.0023659922525531996,4,1365.0
act_A_only,102,close_drawer: close the drawer,0.1993132792349951,0.020001527633934053,4,883.0
act_A_only,103,move_slider_right: grasp the door handle and slide the door to the right,0.25319541773411647,0.009837873277626084,4,845.0
act_A_only,104,lift_red_block_table: lift the red block,0.2449266619149696,0.005595750902032823,4,740.0
act_A_only,105,lift_red_block_table: pick up the red block,0.2557185407005562,0.0042041229843152944,4,1315.0
act_A_only,106,rotate_blue_block_left: rotate the blue block to the left,0.28929945609317376,0.001822729497017753,4,650.0
act_A_only,107,"lift_blue_block_table: grasp the blue block on the table, then lift it up",0.23444068199166881,0.012227876207190617,4,650.0
act_A_only,108,close_drawer: grasp the handle of the drawer and close it,0.15597341812860505,0.03431424450197716,4,650.0
act_A_only,109,turn_off_led: turn off the green light,0.2688979381320634,0.004262757819655979,4,502.0
act_A_only,110,open_drawer: open the drawer,0.2609914166668614,0.010251990204437919,4,910.0
act_A_only,111,place_in_slider: place the object in the sliding cabinet,0.2837595779506504,0.008185554412621364,4,258.0
act_A_only,112,"move_slider_left: grasp the door handle, then move the door to the left",0.24539263502868647,0.009089711156867545,4,455.0
act_A_only,113,place_in_drawer: put the grasped object in the drawer,0.2804605130745907,0.00799094185108495,4,495.0
act_A_only,114,turn_on_led: push the button to turn on the green light,0.24920834338426084,0.013267935837620395,4,237.0
act_A_only,115,rotate_pink_block_right: rotate the pink block towards the right,0.2904009608538834,0.009620000825662315,4,715.0
act_A_only,116,place_in_drawer: go towards the drawer and store the object,0.2280568254895616,0.009243077798738062,4,345.0
act_A_only,117,"place_in_drawer: move to the drawer, then store the object",0.2743618492800069,0.011762327778998629,4,581.0
act_A_only,118,lift_pink_block_drawer: pick up the pink block in the drawer,0.24740095299547996,0.015930054060660007,4,749.0
act_A_only,119,turn_off_lightbulb: toggle the light switch to turn off the yellow light,0.22773718799437123,0.0104636279357622,4,1434.0
act_A_only,120,open_drawer: grasp the handle of the drawer and open it,0.255397249438043,0.019941683892252683,4,1495.0
act_A_only,121,lift_pink_block_table: pick up the pink block,0.26844999142430864,0.0030583967976349547,4,1203.0
act_A_only,122,turn_on_led: push down the button to turn on the led light,0.2641487740482645,0.0048593730820514335,4,912.0
act_A_only,123,turn_on_lightbulb: turn on the yellow lamp,0.2115410936569543,0.014368153951006223,4,1318.0
act_A_only,124,turn_on_led: toggle the button to turn on the led,0.2553607775551511,0.006506344367701735,4,713.0
act_A_only,125,"move_slider_right: grasp the door handle, then move the door to the right",0.2365146428633194,0.002426259568272204,4,455.0
act_A_only,126,push_red_block_left: go slide the red block to the left,0.23009370959669329,0.003390142722114052,4,1244.0
act_A_only,127,stack_block: stack the block on top of another block,0.2649543313808816,0.011528899869151923,4,970.0
act_A_only,128,turn_off_led: turn off the green lamp,0.2688795792226939,0.006379580151970801,4,485.0
act_A_only,129,move_slider_left: push the door to the left,0.2642336319497024,0.007127546248180392,4,880.0
act_A_only,130,lift_pink_block_table: pick up the pink block on the table,0.23615401291382912,0.004075179135279148,4,690.0
act_A_only,131,move_slider_left: slide the door all the way to the left,0.29365722500360925,0.007608693200340142,4,325.0
act_A_only,132,place_in_drawer: place the grasped object in the drawer,0.26108192278039055,0.011370271502923957,4,393.0
act_A_only,133,move_slider_right: move the door all the way to the right,0.25070311088497055,0.003513369551925818,4,585.0
act_A_only,134,lift_blue_block_drawer: grasp the blue block lying in the drawer,0.24079955020419283,0.014208175070910396,4,864.0
act_A_only,135,turn_off_led: push down the button to turn off the green light,0.26494350767905134,0.002601913838969739,4,853.0
act_A_only,136,close_drawer: push the drawer,0.17908220353155005,0.028495404764025102,4,1402.0
